,UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
117,2024-01-23_ZW306A,2024-01-23,ZW306A,超量子量化中性1号私募证券投资基金A,1.0703,1.0703,email_FOF\20240123_超量子量化中性1号私募证券投资基金A_TA虚拟计提后净值明细表.xlsx
118,2024-01-23_ZW306A,2024-01-23,ZW306A,超量子量化中性1号私募证券投资基金A,1.0703,1.0703,email_FOF\20240123_超量子量化中性1号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
119,2024-01-23_GZ942A,2024-01-23,GZ942A,跃威恒鑫一号私募证券投资基金A,1.0311,1.6116,email_FOF\20240123_跃威恒鑫一号私募证券投资基金A_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
120,2024-01-23_STR637,2024-01-23,STR637,远信中国价值成长12号私募证券投资基金9期,0.9214,0.9214,email_FOF\20240123_远信中国价值成长12号私募证券投资基金9期_波克科技集团有限公司_TA虚拟计提后净值表.xlsx
121,2024-01-23_NZ614A,2024-01-23,NZ614A,量派对冲17号私募证券投资基金A,1.1896,1.1896,email_FOF\20240123_量派对冲17号私募证券投资基金A_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
122,2024-01-23_JV577A,2024-01-23,JV577A,锋滔星剑CTA一号私募证券投资基金A,0.9972,0.9972,email_FOF\20240123_锋滔星剑CTA一号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
123,2024-01-23_VV342A,2024-01-23,VV342A,锋滔鑫起点对冲8号私募证券投资基金A,1.1363,1.1363,email_FOF\20240123_锋滔鑫起点对冲8号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
124,2024-01-23_ZY015A,2024-01-23,ZY015A,锦徽中证500指数增强1号私募证券投资基金A,0.9036,0.9036,email_FOF\20240123_锦徽中证500指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
125,2024-01-23_SA143A,2024-01-23,SA143A,顽岩中证500指数增强1号私募证券投资基金A,1.0944,1.1899,email_FOF\20240123_顽岩中证500指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
126,2024-01-23_STE790,2024-01-23,STE790,顽岩中证500指数增强3号私募证券投资基金,0.9289,1.0087,email_FOF\20240123_顽岩中证500指数增强3号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
127,2024-01-23_STE790,2024-01-23,STE790,顽岩中证500指数增强3号私募证券投资基金,0.9289,1.0087,email_FOF\20240123_顽岩中证500指数增强3号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
128,2024-01-23_ZS158A,2024-01-23,ZS158A,鸣熙1000指数增强1号私募证券投资基金A,0.8533,0.8533,email_FOF\20240123_鸣熙1000指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
129,2024-01-23_SB5026,2024-01-23,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9824,0.9824,email_FOF\20240123_鸣熙绝对收益尊享1号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
130,2024-01-24_SC274A,2024-01-24,SC274A,世纪前沿指数增强16号私募证券投资基金A,0.9081,0.9081,email_FOF\20240124_世纪前沿指数增强16号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
131,2024-01-24_SGR125,2024-01-24,SGR125,九章量化定制24号私募证券投资基金,1.1583,1.1935,email_FOF\20240124_九章量化定制24号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
132,2024-01-24_ZW449B,2024-01-24,ZW449B,乾象招盈量化对冲15号私募证券投资基金B,1.0418,1.094,email_FOF\20240124_乾象招盈量化对冲15号私募证券投资基金B_TA虚拟计提后净值明细表.xlsx
133,2024-01-24_ZW449B,2024-01-24,ZW449B,乾象招盈量化对冲15号私募证券投资基金B,1.0418,1.094,email_FOF\20240124_乾象招盈量化对冲15号私募证券投资基金B_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
134,2024-01-24_VL333B,2024-01-24,VL333B,仲阳金石长河私募证券投资基金B,1.0949,1.0949,email_FOF\20240124_仲阳金石长河私募证券投资基金B_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
135,2024-01-24_SQC600,2024-01-24,SQC600,会世元启CTA11号私募证券投资基金,1.0968,1.0968,email_FOF\20240124_会世元启CTA11号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
136,2024-01-24_SNX515,2024-01-24,SNX515,会世元启优孚CTA6号私募证券投资基金,1.0799,1.0799,email_FOF\20240124_会世元启优孚CTA6号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
137,2024-01-24_SZM150,2024-01-24,SZM150,信弘对冲25号私募证券投资基金,1.1413,1.1413,email_FOF\20240124_信弘对冲25号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
138,2024-01-24_SSB059,2024-01-24,SSB059,信弘征程对冲1号私募证券投资基金,1.4606,1.4606,email_FOF\20240124_信弘征程对冲1号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
139,2024-01-24_B2050A,2024-01-24,B2050A,南京长木常青1号私募证券投资基金A,0.9852,1.2581,email_FOF\20240124_南京长木常青1号私募证券投资基金A_TA虚拟计提后净值明细表.xlsx
140,2024-01-24_B2050A,2024-01-24,B2050A,南京长木常青1号私募证券投资基金A,0.9852,1.2581,email_FOF\20240124_南京长木常青1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
141,2024-01-24_SVJ513,2024-01-24,SVJ513,固禾翡翠专享8号私募证券投资基金,0.9463,0.9463,email_FOF\20240124_固禾翡翠专享8号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
142,2024-01-24_SSW933,2024-01-24,SSW933,念觉优恒12号私募证券投资基金,1.0967,1.0967,email_FOF\20240124_念觉优恒12号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
143,2024-01-24_SCJ566,2024-01-24,SCJ566,无隅磐石一号私募投资基金,1.0117,1.3037,email_FOF\20240124_无隅磐石一号私募投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
144,2024-01-24_SCJ566,2024-01-24,SCJ566,无隅磐石一号私募投资基金,1.0117,1.3037,email_FOF\20240124_无隅磐石一号私募投资基金_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
145,2024-01-24_SSY355,2024-01-24,SSY355,无隅鲲鹏六号私募证券投资基金,0.8321,0.8321,email_FOF\20240124_无隅鲲鹏六号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
146,2024-01-24_SQQ803,2024-01-24,SQQ803,概率1000指增1号私募证券投资基金,0.8707,1.2426,email_FOF\20240124_概率1000指增1号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
147,2024-01-24_SZM630,2024-01-24,SZM630,正定进取CTA4号私募证券投资基金,1.2124,1.2124,email_FOF\20240124_正定进取CTA4号私募证券投资基金_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
148,2024-01-24_SS8256,2024-01-24,SS8256,知行稳健1号私募投资基金,1.5411,1.5411,email_FOF\20240124_知行稳健1号私募投资基金_轩克科技（上海）有限公司_TA虚拟计提后净值表.xlsx
149,2024-01-24_NV133B,2024-01-24,NV133B,蝶威基本面量化1号私募证券投资基金B,1.3684,1.4184,email_FOF\20240124_蝶威基本面量化1号私募证券投资基金B_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
150,2024-01-24_SLZ047,2024-01-24,SLZ047,衍复希格斯三号私募证券投资基金,1.2512,1.4062,email_FOF\20240124_衍复希格斯三号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
151,2024-01-24_SLZ047,2024-01-24,SLZ047,衍复希格斯三号私募证券投资基金,1.2512,1.4062,email_FOF\20240124_衍复希格斯三号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
152,2024-01-24_SLP548,2024-01-24,SLP548,衍复希格斯二号私募证券投资基金,1.3355,1.391,email_FOF\20240124_衍复希格斯二号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
153,2024-01-24_SLP548,2024-01-24,SLP548,衍复希格斯二号私募证券投资基金,1.3355,1.391,email_FOF\20240124_衍复希格斯二号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
154,2024-01-24_SABD47,2024-01-24,SABD47,衍复希格斯五号私募证券投资基金,1.036,1.036,email_FOF\20240124_衍复希格斯五号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
155,2024-01-24_SABD48,2024-01-24,SABD48,衍复希格斯六号私募证券投资基金,1.0363,1.0363,email_FOF\20240124_衍复希格斯六号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
156,2024-01-24_SABD46,2024-01-24,SABD46,衍复希格斯四号私募证券投资基金,1.0444,1.0444,email_FOF\20240124_衍复希格斯四号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
157,2024-01-24_SABD46,2024-01-24,SABD46,衍复希格斯四号私募证券投资基金,1.0444,1.0444,email_FOF\20240124_衍复希格斯四号私募证券投资基金_波克多策略2号私募证券投资基金_TA虚拟计提后净值表.xlsx
158,2024-01-24_ZW306A,2024-01-24,ZW306A,超量子量化中性1号私募证券投资基金A,1.0706,1.0706,email_FOF\20240124_超量子量化中性1号私募证券投资基金A_TA虚拟计提后净值明细表.xlsx
159,2024-01-24_ZW306A,2024-01-24,ZW306A,超量子量化中性1号私募证券投资基金A,1.0706,1.0706,email_FOF\20240124_超量子量化中性1号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
160,2024-01-24_GZ942A,2024-01-24,GZ942A,跃威恒鑫一号私募证券投资基金A,1.0313,1.6118,email_FOF\20240124_跃威恒鑫一号私募证券投资基金A_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
161,2024-01-24_STR637,2024-01-24,STR637,远信中国价值成长12号私募证券投资基金9期,0.9242,0.9242,email_FOF\20240124_远信中国价值成长12号私募证券投资基金9期_波克科技集团有限公司_TA虚拟计提后净值表.xlsx
162,2024-01-24_NZ614A,2024-01-24,NZ614A,量派对冲17号私募证券投资基金A,1.1976,1.1976,email_FOF\20240124_量派对冲17号私募证券投资基金A_波克稳健多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
163,2024-01-24_JV577A,2024-01-24,JV577A,锋滔星剑CTA一号私募证券投资基金A,1.0013,1.0013,email_FOF\20240124_锋滔星剑CTA一号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
164,2024-01-24_VV342A,2024-01-24,VV342A,锋滔鑫起点对冲8号私募证券投资基金A,1.1425,1.1425,email_FOF\20240124_锋滔鑫起点对冲8号私募证券投资基金A_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
165,2024-01-24_ZY015A,2024-01-24,ZY015A,锦徽中证500指数增强1号私募证券投资基金A,0.9172,0.9172,email_FOF\20240124_锦徽中证500指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
166,2024-01-24_SA143A,2024-01-24,SA143A,顽岩中证500指数增强1号私募证券投资基金A,1.1139,1.2094,email_FOF\20240124_顽岩中证500指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
167,2024-01-24_STE790,2024-01-24,STE790,顽岩中证500指数增强3号私募证券投资基金,0.945,1.0248,email_FOF\20240124_顽岩中证500指数增强3号私募证券投资基金_波克多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
168,2024-01-24_STE790,2024-01-24,STE790,顽岩中证500指数增强3号私募证券投资基金,0.945,1.0248,email_FOF\20240124_顽岩中证500指数增强3号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
169,2024-01-24_ZS158A,2024-01-24,ZS158A,鸣熙1000指数增强1号私募证券投资基金A,0.8652,0.8652,email_FOF\20240124_鸣熙1000指数增强1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
170,2024-01-24_SB5026,2024-01-24,SB5026,鸣熙绝对收益尊享1号私募证券投资基金,0.9854,0.9854,email_FOF\20240124_鸣熙绝对收益尊享1号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
171,2024-01-25_SC274A,2024-01-25,SC274A,世纪前沿指数增强16号私募证券投资基金A,0.9387,0.9387,email_FOF\20240125_世纪前沿指数增强16号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
172,2024-01-25_SGR125,2024-01-25,SGR125,九章量化定制24号私募证券投资基金,1.2029,1.2381,email_FOF\20240125_九章量化定制24号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
173,2024-01-25_ZW449B,2024-01-25,ZW449B,乾象招盈量化对冲15号私募证券投资基金B,1.0342,1.0864,email_FOF\20240125_乾象招盈量化对冲15号私募证券投资基金B_TA虚拟计提后净值明细表.xlsx
174,2024-01-25_ZW449B,2024-01-25,ZW449B,乾象招盈量化对冲15号私募证券投资基金B,1.0342,1.0864,email_FOF\20240125_乾象招盈量化对冲15号私募证券投资基金B_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
175,2024-01-25_VL333B,2024-01-25,VL333B,仲阳金石长河私募证券投资基金B,1.0849,1.0849,email_FOF\20240125_仲阳金石长河私募证券投资基金B_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
176,2024-01-25_SQC600,2024-01-25,SQC600,会世元启CTA11号私募证券投资基金,1.0925,1.0925,email_FOF\20240125_会世元启CTA11号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
177,2024-01-25_SNX515,2024-01-25,SNX515,会世元启优孚CTA6号私募证券投资基金,1.0751,1.0751,email_FOF\20240125_会世元启优孚CTA6号私募证券投资基金_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
178,2024-01-25_SZM150,2024-01-25,SZM150,信弘对冲25号私募证券投资基金,1.1404,1.1404,email_FOF\20240125_信弘对冲25号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
179,2024-01-25_SSB059,2024-01-25,SSB059,信弘征程对冲1号私募证券投资基金,1.4604,1.4604,email_FOF\20240125_信弘征程对冲1号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
180,2024-01-25_B2050A,2024-01-25,B2050A,南京长木常青1号私募证券投资基金A,0.9883,1.2612,email_FOF\20240125_南京长木常青1号私募证券投资基金A_TA虚拟计提后净值明细表.xlsx
181,2024-01-25_B2050A,2024-01-25,B2050A,南京长木常青1号私募证券投资基金A,0.9883,1.2612,email_FOF\20240125_南京长木常青1号私募证券投资基金A_波克锐进多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
182,2024-01-25_SVJ513,2024-01-25,SVJ513,固禾翡翠专享8号私募证券投资基金,0.9469,0.9469,email_FOF\20240125_固禾翡翠专享8号私募证券投资基金_赛韵网络科技(上海)有限公司_TA虚拟计提后净值表.xlsx
183,2024-01-25_SSW933,2024-01-25,SSW933,念觉优恒12号私募证券投资基金,1.0954,1.0954,email_FOF\20240125_念觉优恒12号私募证券投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
184,2024-01-25_SCJ566,2024-01-25,SCJ566,无隅磐石一号私募投资基金,1.0074,1.2994,email_FOF\20240125_无隅磐石一号私募投资基金_波克平衡多策略1号私募证券投资基金_TA虚拟计提后净值表.xlsx
