UID,日期,产品代码,产品名称,单位净值,累计净值,来源文件
2024-01-31_STJ727,2024-01-31,STJ727,量瀛湛卢对冲2号私募证券投资基金,0.9882,1.1164,C:\Invest\净值存储\htsc_虚拟业绩报酬_申万宏源QFII波力派科技_STJ727_量瀛湛卢对冲2号私募证券投资基金_2024-01-31.xls
2024-02-01_STJ727,2024-02-01,STJ727,量瀛湛卢对冲2号私募证券投资基金,0.9836,1.1118,C:\Invest\净值存储\htsc_虚拟业绩报酬_申万宏源QFII波力派科技_STJ727_量瀛湛卢对冲2号私募证券投资基金_2024-02-01.xls
2024-02-02_STJ727,2024-02-02,STJ727,量瀛湛卢对冲2号私募证券投资基金,0.9856,1.1138,C:\Invest\净值存储\htsc_虚拟业绩报酬_申万宏源QFII波力派科技_STJ727_量瀛湛卢对冲2号私募证券投资基金_2024-02-02.xls
2024-02-05_STJ727,2024-02-05,STJ727,量瀛湛卢对冲2号私募证券投资基金,0.9714,1.0996,C:\Invest\净值存储\htsc_虚拟业绩报酬_申万宏源QFII波力派科技_STJ727_量瀛湛卢对冲2号私募证券投资基金_2024-02-05.xls
2024-01-29_SABW91,2024-01-29,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9639,0.9639,C:\Invest\净值存储\tg.gtja_乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SABW91,2024-01-30,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9483,0.9483,C:\Invest\净值存储\tg.gtja_乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SABW91,2024-01-31,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9402,0.9402,C:\Invest\净值存储\tg.gtja_乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SABW91,2024-02-01,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9408,0.9408,C:\Invest\净值存储\tg.gtja_乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SABW91,2024-02-02,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9296,0.9296,C:\Invest\净值存储\tg.gtja_乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SABW91,2024-02-05,SABW91,乐水逸舟指数增强一号私募证券投资基金,0.9353,0.9353,C:\Invest\净值存储\tg.gtja_乐水逸舟指数增强一号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SZD652,2024-01-29,SZD652,云起量化金选12号私募证券投资基金,0.8687,0.8687,C:\Invest\净值存储\tg.gtja_云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SZD652,2024-01-30,SZD652,云起量化金选12号私募证券投资基金,0.8413,0.8413,C:\Invest\净值存储\tg.gtja_云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-02-02_SZD652,2024-02-02,SZD652,云起量化金选12号私募证券投资基金,0.7452,0.7452,C:\Invest\净值存储\tg.gtja_云起量化金选12号私募证券投资基金【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-01-29_SVJ322,2024-01-29,SVJ322,亘曦尊享10号私募证券投资基金,0.7789,0.7789,C:\Invest\净值存储\tg.gtja_亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240129.xlsx
2024-01-30_SVJ322,2024-01-30,SVJ322,亘曦尊享10号私募证券投资基金,0.7594,0.7594,C:\Invest\净值存储\tg.gtja_亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240130.xlsx
2024-01-31_SVJ322,2024-01-31,SVJ322,亘曦尊享10号私募证券投资基金,0.7325,0.7325,C:\Invest\净值存储\tg.gtja_亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240131.xlsx
2024-02-01_SVJ322,2024-02-01,SVJ322,亘曦尊享10号私募证券投资基金,0.7304,0.7304,C:\Invest\净值存储\tg.gtja_亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240201.xlsx
2024-02-02_SVJ322,2024-02-02,SVJ322,亘曦尊享10号私募证券投资基金,0.7197,0.7197,C:\Invest\净值存储\tg.gtja_亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240202.xlsx
2024-02-05_SVJ322,2024-02-05,SVJ322,亘曦尊享10号私募证券投资基金,0.7169,0.7169,C:\Invest\净值存储\tg.gtja_亘曦尊享10号私募证券投资基金【轩克科技(上海)有限公司】TA虚拟净值_20240205.xlsx
2024-01-29_STF307,2024-01-29,STF307,众壹资产量合私募证券投资基金A,0.984,0.984,C:\Invest\净值存储\tg.gtja_众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_STF307,2024-01-30,STF307,众壹资产量合私募证券投资基金A,0.982,0.982,C:\Invest\净值存储\tg.gtja_众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_STF307,2024-01-31,STF307,众壹资产量合私募证券投资基金A,0.981,0.981,C:\Invest\净值存储\tg.gtja_众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_STF307,2024-02-01,STF307,众壹资产量合私募证券投资基金A,0.98,0.98,C:\Invest\净值存储\tg.gtja_众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_STF307,2024-02-02,STF307,众壹资产量合私募证券投资基金A,0.981,0.981,C:\Invest\净值存储\tg.gtja_众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_STF307,2024-02-05,STF307,众壹资产量合私募证券投资基金A,0.985,0.985,C:\Invest\净值存储\tg.gtja_众壹资产量合私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_STQ063,2024-01-29,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0162,1.1448,C:\Invest\净值存储\tg.gtja_同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_STQ063,2024-01-30,STQ063,同温层量化阿尔法6号证券投资私募基金,1.016,1.1446,C:\Invest\净值存储\tg.gtja_同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_STQ063,2024-01-31,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0159,1.1445,C:\Invest\净值存储\tg.gtja_同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_STQ063,2024-02-01,STQ063,同温层量化阿尔法6号证券投资私募基金,1.017,1.1456,C:\Invest\净值存储\tg.gtja_同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_STQ063,2024-02-02,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0167,1.1453,C:\Invest\净值存储\tg.gtja_同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_STQ063,2024-02-05,STQ063,同温层量化阿尔法6号证券投资私募基金,1.0154,1.144,C:\Invest\净值存储\tg.gtja_同温层量化阿尔法6号证券投资私募基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_ACG65A,2024-01-29,ACG65A,和融联寻真锐进1号私募证券投资基金A,1.0037,1.0037,C:\Invest\净值存储\tg.gtja_和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_ACG65A,2024-01-30,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9893,0.9893,C:\Invest\净值存储\tg.gtja_和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_ACG65A,2024-01-31,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9767,0.9767,C:\Invest\净值存储\tg.gtja_和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_ACG65A,2024-02-01,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9771,0.9771,C:\Invest\净值存储\tg.gtja_和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_ACG65A,2024-02-02,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9557,0.9557,C:\Invest\净值存储\tg.gtja_和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_ACG65A,2024-02-05,ACG65A,和融联寻真锐进1号私募证券投资基金A,0.9221,0.9221,C:\Invest\净值存储\tg.gtja_和融联寻真锐进1号私募证券投资基金A【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SXJ974,2024-01-29,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0657,1.0657,C:\Invest\净值存储\tg.gtja_国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SXJ974,2024-01-30,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0668,1.0668,C:\Invest\净值存储\tg.gtja_国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SXJ974,2024-01-31,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0691,1.0691,C:\Invest\净值存储\tg.gtja_国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SXJ974,2024-02-01,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0694,1.0694,C:\Invest\净值存储\tg.gtja_国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SXJ974,2024-02-02,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0727,1.0727,C:\Invest\净值存储\tg.gtja_国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SXJ974,2024-02-05,SXJ974,国优卷柏指数对冲1号私募证券投资基金,1.0804,1.0804,C:\Invest\净值存储\tg.gtja_国优卷柏指数对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_XE910B,2024-01-29,XE910B,子午500指数增强三号私募证券投资基金B,0.884,0.884,C:\Invest\净值存储\tg.gtja_子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_XE910B,2024-01-30,XE910B,子午500指数增强三号私募证券投资基金B,0.864,0.864,C:\Invest\净值存储\tg.gtja_子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_XE910B,2024-01-31,XE910B,子午500指数增强三号私募证券投资基金B,0.84,0.84,C:\Invest\净值存储\tg.gtja_子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_XE910B,2024-02-01,XE910B,子午500指数增强三号私募证券投资基金B,0.835,0.835,C:\Invest\净值存储\tg.gtja_子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_XE910B,2024-02-02,XE910B,子午500指数增强三号私募证券投资基金B,0.805,0.805,C:\Invest\净值存储\tg.gtja_子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_XE910B,2024-02-05,XE910B,子午500指数增强三号私募证券投资基金B,0.78,0.78,C:\Invest\净值存储\tg.gtja_子午500指数增强三号私募证券投资基金B【波克锐进多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_ZZ547B,2024-01-29,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_ZZ547B,2024-01-30,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_ZZ547B,2024-01-31,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_ZZ547B,2024-02-01,ZZ547B,子午中性十三号私募证券投资基金B,1.054,1.054,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_ZZ547B,2024-02-02,ZZ547B,子午中性十三号私募证券投资基金B,1,1.05,C:\Invest\净值存储\tg.gtja_子午中性十三号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-01-29_SGQ818,2024-01-29,SGQ818,小黑妞对冲1号私募证券投资基金,1.009,1.329,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SGQ818,2024-01-30,SGQ818,小黑妞对冲1号私募证券投资基金,1.01,1.33,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SGQ818,2024-01-31,SGQ818,小黑妞对冲1号私募证券投资基金,1.007,1.327,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SGQ818,2024-02-01,SGQ818,小黑妞对冲1号私募证券投资基金,1.008,1.328,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SGQ818,2024-02-02,SGQ818,小黑妞对冲1号私募证券投资基金,1.006,1.326,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SGQ818,2024-02-05,SGQ818,小黑妞对冲1号私募证券投资基金,1.017,1.337,C:\Invest\净值存储\tg.gtja_小黑妞对冲1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SJB158,2024-01-29,SJB158,小黑妞期权套利1号私募证券投资基金,1.006,1.319,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SJB158,2024-01-30,SJB158,小黑妞期权套利1号私募证券投资基金,1.006,1.319,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SJB158,2024-01-31,SJB158,小黑妞期权套利1号私募证券投资基金,1.004,1.317,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SJB158,2024-02-01,SJB158,小黑妞期权套利1号私募证券投资基金,1.005,1.318,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SJB158,2024-02-02,SJB158,小黑妞期权套利1号私募证券投资基金,1.004,1.317,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SJB158,2024-02-05,SJB158,小黑妞期权套利1号私募证券投资基金,1.013,1.326,C:\Invest\净值存储\tg.gtja_小黑妞期权套利1号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_AEU46B,2024-01-29,AEU46B,旌安思源1号私募证券投资基金B,0.9986,0.9986,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_AEU46B,2024-01-30,AEU46B,旌安思源1号私募证券投资基金B,0.9977,0.9977,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_AEU46B,2024-01-31,AEU46B,旌安思源1号私募证券投资基金B,0.996,0.996,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_AEU46B,2024-02-01,AEU46B,旌安思源1号私募证券投资基金B,0.996,0.996,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_AEU46B,2024-02-02,AEU46B,旌安思源1号私募证券投资基金B,0.9964,0.9964,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_AEU46B,2024-02-05,AEU46B,旌安思源1号私募证券投资基金B,0.9901,0.9901,C:\Invest\净值存储\tg.gtja_旌安思源1号私募证券投资基金B【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SAAP74,2024-01-29,SAAP74,正瀛骐骥11号私募证券投资基金,1.0112,1.0112,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SAAP74,2024-01-30,SAAP74,正瀛骐骥11号私募证券投资基金,1.0107,1.0107,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SAAP74,2024-01-31,SAAP74,正瀛骐骥11号私募证券投资基金,1.0111,1.0111,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SAAP74,2024-02-01,SAAP74,正瀛骐骥11号私募证券投资基金,1.0119,1.0119,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SAAP74,2024-02-02,SAAP74,正瀛骐骥11号私募证券投资基金,1.0148,1.0148,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SAAP74,2024-02-05,SAAP74,正瀛骐骥11号私募证券投资基金,1.0159,1.0159,C:\Invest\净值存储\tg.gtja_正瀛骐骥11号私募证券投资基金【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SXR731,2024-01-29,SXR731,特夫郁金香弦理1号私募证券投资基金,0.992,0.992,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SXR731,2024-01-30,SXR731,特夫郁金香弦理1号私募证券投资基金,0.99,0.99,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SXR731,2024-01-31,SXR731,特夫郁金香弦理1号私募证券投资基金,0.99,0.99,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SXR731,2024-02-01,SXR731,特夫郁金香弦理1号私募证券投资基金,0.989,0.989,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SXR731,2024-02-02,SXR731,特夫郁金香弦理1号私募证券投资基金,0.989,0.989,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SXR731,2024-02-05,SXR731,特夫郁金香弦理1号私募证券投资基金,0.989,0.989,C:\Invest\净值存储\tg.gtja_特夫郁金香弦理1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SQU196,2024-01-29,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9909,1.1086,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SQU196,2024-01-30,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9878,1.1055,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SQU196,2024-01-31,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9894,1.1071,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SQU196,2024-02-01,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9896,1.1073,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SQU196,2024-02-02,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9956,1.1133,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SQU196,2024-02-05,SQU196,玉数涵瑞专享九号私募证券投资基金A,0.9913,1.109,C:\Invest\净值存储\tg.gtja_玉数涵瑞专享九号私募证券投资基金A【波克稳健多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SXZ248,2024-01-29,SXZ248,磐松多空对冲1号私募证券投资基金,1.2104,1.2104,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SXZ248,2024-01-30,SXZ248,磐松多空对冲1号私募证券投资基金,1.2133,1.2133,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SXZ248,2024-01-31,SXZ248,磐松多空对冲1号私募证券投资基金,1.2175,1.2175,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SXZ248,2024-02-01,SXZ248,磐松多空对冲1号私募证券投资基金,1.2194,1.2194,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SXZ248,2024-02-02,SXZ248,磐松多空对冲1号私募证券投资基金,1.2216,1.2216,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
2024-02-05_SXZ248,2024-02-05,SXZ248,磐松多空对冲1号私募证券投资基金,1.2258,1.2258,C:\Invest\净值存储\tg.gtja_磐松多空对冲1号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240205.xlsx
2024-01-29_SVM121,2024-01-29,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.052,1.067,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240129.xlsx
2024-01-30_SVM121,2024-01-30,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.049,1.064,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240130.xlsx
2024-01-31_SVM121,2024-01-31,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.041,1.056,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240131.xlsx
2024-02-01_SVM121,2024-02-01,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.039,1.054,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240201.xlsx
2024-02-02_SVM121,2024-02-02,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.042,1.057,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240202.xlsx
2024-02-05_SVM121,2024-02-05,SVM121,罗维盈安扶摇精选2号私募证券投资基金,1.011,1.026,C:\Invest\净值存储\tg.gtja_罗维盈安扶摇精选2号私募证券投资基金【赛韵网络科技(上海)有限公司】TA虚拟净值_20240205.xlsx
2024-01-29_SZW016,2024-01-29,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.979,1.018,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240129.xlsx
2024-01-30_SZW016,2024-01-30,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.978,1.017,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240130.xlsx
2024-01-31_SZW016,2024-01-31,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.972,1.011,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240131.xlsx
2024-02-01_SZW016,2024-02-01,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.969,1.008,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240201.xlsx
2024-02-02_SZW016,2024-02-02,SZW016,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,0.969,1.008,C:\Invest\净值存储\tg.gtja_致邃投资-智慧矩阵指数增强量化7号私募证券投资基金【波克平衡多策略1号私募证券投资基金】TA虚拟净值_20240202.xlsx
